run_id,log,arm,model,step,reward,K_train,invalid,gen_len,p_model,mean_K,slope,k_at_p_lo,k_at_p_hi,p_lo,p_hi
evidential_modelpred_r1_seed1,results/run_r1_seed1.log,evidential_modelpred,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,0,,,,,,0.625,+0.25,0.50,0.75,0.50,0.99
evidential_modelpred_r1_seed1,results/run_r1_seed1.log,evidential_modelpred,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,1,73.69,0.62,0.00,1858.7,0.687,,,,,,
evidential_modelpred_r1_seed1,results/run_r1_seed1.log,evidential_modelpred,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,10,84.02,0.75,0.06,2044.8,0.603,0.938,+0.00,1.00,1.00,0.50,0.99
evidential_modelpred_r1_seed1,results/run_r1_seed1.log,evidential_modelpred,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,20,100.74,0.50,0.06,2048.0,0.579,0.875,+0.25,0.75,1.00,0.50,0.99
evidential_modelpred_r1_seed1,results/run_r1_seed1.log,evidential_modelpred,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,30,84.30,0.62,0.00,2048.0,0.670,0.938,+0.00,1.00,1.00,0.50,0.99
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,0,,,,,,0.800,+0.00,0.80,0.80,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,1,110.08,0.69,0.00,2.0,0.693,,,,,,
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,15,137.50,0.38,0.00,2.0,0.375,0.400,+0.00,0.40,0.40,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,30,130.00,0.50,0.00,2.0,0.500,0.350,+0.00,0.35,0.35,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,45,129.71,0.50,0.00,2.0,0.497,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,60,122.50,0.62,0.00,2.0,0.625,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,75,115.00,0.75,0.00,2.0,0.750,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,90,145.00,0.25,0.00,2.0,0.250,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,105,130.00,0.50,0.00,2.0,0.500,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,120,107.50,0.88,0.00,2.0,0.875,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,135,115.00,0.75,0.00,2.0,0.750,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_baseref,results/selfsnapshot/hyst_base_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,150,145.00,0.25,0.00,2.0,0.250,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,0,,,,,,0.800,+0.00,0.80,0.80,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,1,110.08,0.69,0.00,2.0,0.693,,,,,,
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,15,137.50,0.38,0.00,2.0,0.375,0.400,+0.00,0.40,0.40,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,30,130.00,0.50,0.00,2.0,0.500,0.350,+0.00,0.35,0.35,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,45,129.71,0.50,0.00,2.0,0.497,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,60,122.50,0.62,0.00,2.0,0.625,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,75,115.00,0.75,0.00,2.0,0.750,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,90,145.00,0.25,0.00,2.0,0.250,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,105,130.00,0.50,0.00,2.0,0.500,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,120,107.50,0.88,0.00,2.0,0.875,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,135,115.00,0.75,0.00,2.0,0.750,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_base_seedref,results/selfsnapshot/hyst_base_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,150,145.00,0.25,0.00,2.0,0.250,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,0,,,,,,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,1,160.00,0.00,0.00,2.0,0.000,,,,,,
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,15,159.90,0.00,0.00,2.0,0.001,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,30,159.99,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,45,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,60,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,75,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,90,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,105,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,120,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,135,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,150,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,0,,,,,,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,1,160.00,0.00,0.00,2.0,0.000,,,,,,
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,15,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,30,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,45,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,60,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,75,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,90,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,105,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,120,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,135,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,150,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,0,,,,,,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,1,160.00,0.00,0.00,2.0,0.000,,,,,,
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,15,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,30,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,45,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,60,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,75,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,90,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,105,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,120,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,135,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,evidential_modelpred,Qwen/Qwen2.5-3B-Instruct,150,160.00,0.00,0.00,2.0,0.000,0.000,+0.00,0.00,0.00,0.80,0.80
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,evidential_modelpred,Qwen/Qwen2.5-0.5B-Instruct,0,,,,,,0.450,+0.00,0.45,0.45,0.80,0.80
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,evidential_modelpred,Qwen/Qwen2.5-0.5B-Instruct,1,96.91,0.44,0.00,2.4,0.437,,,,,,
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,evidential_modelpred,Qwen/Qwen2.5-0.5B-Instruct,8,124.08,0.50,0.00,3.0,0.557,0.500,+0.00,0.50,0.50,0.80,0.80
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,evidential_modelpred,Qwen/Qwen2.5-0.5B-Instruct,16,144.99,0.25,0.00,2.0,0.250,0.500,+0.00,0.50,0.50,0.80,0.80
