run_id,log,step,pos,p,k_rate
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,135,1,0.80,0.00
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,150,0,0.80,0.00
evidential_modelpred_hyst_causal_baseref,results/selfsnapshot/hyst_causal_baseref.log,150,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,0,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,0,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,15,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,15,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,30,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,30,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,45,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,45,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,60,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,60,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,75,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,75,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,90,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,90,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,105,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,105,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,120,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,120,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,135,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,135,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,150,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref,results/selfsnapshot/hyst_causal_seedref.log,150,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,0,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,0,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,15,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,15,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,30,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,30,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,45,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,45,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,60,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,60,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,75,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,75,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,90,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,90,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,105,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,105,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,120,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,120,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,135,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,135,1,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,150,0,0.80,0.00
evidential_modelpred_hyst_causal_seedref_ema,results/selfsnapshot/hyst_causal_seedref_ema.log,150,1,0.80,0.00
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,0,0,0.80,0.45
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,0,1,0.80,0.45
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,8,0,0.80,0.50
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,8,1,0.80,0.50
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,16,0,0.80,0.50
evidential_modelpred_smoke_seedref,results/selfsnapshot/smoke_seedref.log,16,1,0.80,0.50
